userId,feature,sleep_score
1,1600574400 3 8022 2430 1 6660 28500 1 27 27,88
1,1600578000 2 8022 2430 1 6660 28500 1 27 27,88
1,1600585200 2 8022 2430 1 6660 28500 1 27 27,88
1,1600588800 3 8022 2430 1 6660 28500 1 27 27,88
1,1600592400 1 8022 2430 1 6660 28500 1 27 27,88
1,1600603200 1 8022 2430 1 6660 28500 1 27 27,88
1,1600606800 1 8022 2430 1 6660 28500 1 27 27,88
1,1600610400 1 8022 2430 1 6660 28500 1 27 27,88
1,1600614000 1 8022 2430 1 6660 28500 1 27 27,88
1,1600617600 1 8022 2430 1 6660 28500 1 27 27,88
1,1600621200 3 8022 2430 1 6660 28500 1 27 27,88
1,1600624800 3 8022 2430 1 6660 28500 1 27 27,88
1,1600729200 1 5880 1980 1 6840 25260 1 27 27,59
1,1600732800 2 8526 2016 1 2700 23760 1 27 27,54
1,1600736400 3 8526 2016 1 2700 23760 1 27 27,54
1,1600830000 1 8988 3168 0 7560 32580 1 27 27,89
1,1600833600 1 8988 3168 0 7560 32580 1 27 27,89
1,1600837200 1 8988 3168 0 7560 32580 1 27 27,89
1,1600840800 2 8988 3168 0 7560 32580 1 27 27,89
1,1600844400 1 8988 3168 0 7560 32580 1 27 27,89
1,1600848000 1 8988 3168 0 7560 32580 1 27 27,89
1,1600855200 1 8988 3168 0 7560 32580 1 27 27,89
1,1600858800 1 8988 3168 0 7560 32580 1 27 27,89
1,1600862400 1 8988 3168 0 7560 32580 1 27 27,89
1,1600866000 2 8988 3168 0 7560 32580 1 27 27,89
1,1600869600 1 8988 3168 0 7560 32580 1 27 27,89
1,1600873200 1 8988 3168 0 7560 32580 1 27 27,89
1,1601006400 1 6762 2718 1 5760 27840 1 27 27,68
1,1601010000 1 6762 2718 1 5760 27840 1 27 27,68
1,1601013600 1 6762 2718 1 5760 27840 1 27 27,68
1,1601017200 0 6762 2718 1 5760 27840 1 27 27,68
1,1601020800 0 6762 2718 1 5760 27840 1 27 27,68
1,1601024400 1 6762 2718 1 5760 27840 1 27 27,68
1,1601028000 1 6762 2718 1 5760 27840 1 27 27,68
1,1601031600 1 6762 2718 1 5760 27840 1 27 27,68
1,1601035200 1 6762 2718 1 5760 27840 1 27 27,68
1,1601085600 3 336 828 0 1740 6960 1 27 27,20
1,1601089200 2 5082 2358 1 4140 21420 1 27 27,45
1,1601092800 2 5082 2358 1 4140 21420 1 27 27,45
1,1601092800 2 336 828 0 1740 6960 1 27 27,20
1,1601096400 2 5082 2358 1 4140 21420 1 27 27,45
1,1601100000 0 336 828 0 1740 6960 1 27 27,20
1,1601107200 1 336 828 0 1740 6960 1 27 27,20
1,1601110800 2 5082 2358 1 4140 21420 1 27 27,45
1,1601110800 2 336 828 0 1740 6960 1 27 27,20
1,1601114400 2 336 828 0 1740 6960 1 27 27,20
1,1601118000 1 5082 2358 1 4140 21420 1 27 27,45
1,1601121600 3 5082 2358 1 4140 21420 1 27 27,45
1,1601121600 3 336 828 0 1740 6960 1 27 27,20
1,1601125200 1 5082 2358 1 4140 21420 1 27 27,45
1,1601125200 1 336 828 0 1740 6960 1 27 27,20
1,1601128800 1 5082 2358 1 4140 21420 1 27 27,45
1,1601128800 1 336 828 0 1740 6960 1 27 27,20
1,1601164800 3 6510 1278 1 0 15840 1 27 27,20
1,1601168400 1 6510 1278 1 0 15840 1 27 27,20
1,1601172000 1 798 846 0 0 6660 1 27 27,20
1,1601175600 3 6510 1278 1 0 15840 1 27 27,20
1,1601175600 3 798 846 0 0 6660 1 27 27,20
1,1601179200 1 6510 1278 1 0 15840 1 27 27,20
1,1601179200 1 798 846 0 0 6660 1 27 27,20
1,1601182800 1 6510 1278 1 0 15840 1 27 27,20
1,1601182800 1 798 846 0 0 6660 1 27 27,20
1,1601186400 3 6510 1278 1 0 15840 1 27 27,20
1,1601190000 0 6510 1278 1 0 15840 1 27 27,20
1,1601197200 0 6510 1278 1 0 15840 1 27 27,20
1,1601200800 1 6510 1278 1 0 15840 1 27 27,20
1,1601208000 1 6510 1278 1 0 15840 1 27 27,20
1,1601208000 1 798 846 0 0 6660 1 27 27,20
1,1601215200 1 6510 1278 1 0 15840 1 27 27,20
1,1601215200 1 798 846 0 0 6660 1 27 27,20
2,1598832000 2 7140 2358 3 6480 26040 0 25 29,87
2,1598835600 2 7140 2358 3 6480 26040 0 25 29,87
2,1598839200 2 7140 2358 3 6480 26040 0 25 29,87
2,1598846400 2 7140 2358 3 6480 26040 0 25 29,87
2,1598857200 2 7140 2358 3 6480 26040 0 25 29,87
2,1598864400 1 7140 2358 3 6480 26040 0 25 29,87
2,1598868000 1 7140 2358 3 6480 26040 0 25 29,87
2,1598871600 2 7140 2358 3 6480 26040 0 25 29,87
2,1598875200 2 7140 2358 3 6480 26040 0 25 29,87
2,1598878800 2 7140 2358 3 6480 26040 0 25 29,87
2,1598889600 0 7140 2358 3 6480 26040 0 25 29,87
2,1598893200 0 7140 2358 3 6480 26040 0 25 29,87
2,1598896800 0 7140 2358 3 6480 26040 0 25 29,87
2,1598900400 0 7140 2358 3 6480 26040 0 25 29,87
2,1598904000 0 7140 2358 3 6480 26040 0 25 29,87
2,1598911200 1 7140 2358 3 6480 26040 0 25 29,87
2,1598922000 2 5250 2196 0 7260 23520 0 25 29,70
2,1598925600 2 5250 2196 0 7260 23520 0 25 29,70
2,1598932800 2 5250 2196 0 7260 23520 0 25 29,70
2,1598936400 2 5250 2196 0 7260 23520 0 25 29,70
2,1598943600 2 5250 2196 0 7260 23520 0 25 29,70
2,1598947200 2 5250 2196 0 7260 23520 0 25 29,70
2,1598954400 1 5250 2196 0 7260 23520 0 25 29,70
2,1598961600 2 5250 2196 0 7260 23520 0 25 29,70
2,1598965200 2 5250 2196 0 7260 23520 0 25 29,70
2,1598972400 0 5250 2196 0 7260 23520 0 25 29,70
2,1598979600 0 5250 2196 0 7260 23520 0 25 29,70
2,1598986800 0 5250 2196 0 7260 23520 0 25 29,70
2,1598994000 0 5250 2196 0 7260 23520 0 25 29,70
2,1598997600 0 5250 2196 0 7260 23520 0 25 29,70
2,1599001200 2 5250 2196 0 7260 23520 0 25 29,70
2,1599004800 2 6048 2646 1 7020 25860 0 25 29,87
2,1599008400 2 6048 2646 1 7020 25860 0 25 29,87
2,1599012000 2 6048 2646 1 7020 25860 0 25 29,87
2,1599019200 2 6048 2646 1 7020 25860 0 25 29,87
2,1599022800 2 6048 2646 1 7020 25860 0 25 29,87
2,1599026400 2 6048 2646 1 7020 25860 0 25 29,87
2,1599030000 2 6048 2646 1 7020 25860 0 25 29,87
2,1599033600 2 6048 2646 1 7020 25860 0 25 29,87
2,1599037200 1 6048 2646 1 7020 25860 0 25 29,87
2,1599040800 2 6048 2646 1 7020 25860 0 25 29,87
2,1599044400 2 6048 2646 1 7020 25860 0 25 29,87
2,1599048000 2 6048 2646 1 7020 25860 0 25 29,87
2,1599051600 2 6048 2646 1 7020 25860 0 25 29,87
2,1599058800 0 6048 2646 1 7020 25860 0 25 29,87
2,1599066000 0 6048 2646 1 7020 25860 0 25 29,87
2,1599073200 0 6048 2646 1 7020 25860 0 25 29,87
2,1599084000 0 6048 2646 1 7020 25860 0 25 29,87
2,1599091200 2 7224 2232 0 5340 31020 0 25 29,75
2,1599094800 2 7224 2232 0 5340 31020 0 25 29,75
2,1599102000 1 7224 2232 0 5340 31020 0 25 29,75
2,1599105600 2 7224 2232 0 5340 31020 0 25 29,75
2,1599109200 2 7224 2232 0 5340 31020 0 25 29,75
2,1599116400 2 7224 2232 0 5340 31020 0 25 29,75
2,1599120000 2 7224 2232 0 5340 31020 0 25 29,75
2,1599127200 2 7224 2232 0 5340 31020 0 25 29,75
2,1599130800 2 7224 2232 0 5340 31020 0 25 29,75
2,1599134400 2 7224 2232 0 5340 31020 0 25 29,75
2,1599138000 2 7224 2232 0 5340 31020 0 25 29,75
2,1599145200 1 7224 2232 0 5340 31020 0 25 29,75
2,1599148800 1 7224 2232 0 5340 31020 0 25 29,75
2,1599152400 0 7224 2232 0 5340 31020 0 25 29,75
2,1599159600 0 7224 2232 0 5340 31020 0 25 29,75
2,1599163200 0 7224 2232 0 5340 31020 0 25 29,75
2,1599170400 0 7224 2232 0 5340 31020 0 25 29,75
2,1599174000 2 7224 2232 0 5340 31020 0 25 29,75
2,1599184800 2 3318 2520 0 5760 19980 0 25 29,55
2,1599202800 2 3318 2520 0 5760 19980 0 25 29,55
2,1599210000 2 3318 2520 0 5760 19980 0 25 29,55
2,1599217200 2 3318 2520 0 5760 19980 0 25 29,55
2,1599224400 2 3318 2520 0 5760 19980 0 25 29,55
2,1599901200 0 5628 3960 1 8280 37440 0 25 29,85
2,1599904800 0 5628 3960 1 8280 37440 0 25 29,85
2,1599912000 1 5628 3960 1 8280 37440 0 25 29,85
2,1599922800 1 5628 3960 1 8280 37440 0 25 29,85
2,1599926400 1 5628 3960 1 8280 37440 0 25 29,85
2,1599930000 1 5628 3960 1 8280 37440 0 25 29,85
2,1599933600 0 5628 3960 1 8280 37440 0 25 29,85
2,1599937200 0 5628 3960 1 8280 37440 0 25 29,85
2,1599940800 0 5628 3960 1 8280 37440 0 25 29,85
2,1599962400 1 12936 2322 3 9480 58260 0 25 29,76
2,1599969600 1 12936 2322 3 9480 58260 0 25 29,76
2,1599976800 1 12936 2322 3 9480 58260 0 25 29,76
2,1599987600 2 12936 2322 3 9480 58260 0 25 29,76
2,1599991200 2 12936 2322 3 9480 58260 0 25 29,76
2,1599994800 3 12936 2322 3 9480 58260 0 25 29,76
2,1599998400 2 12936 2322 3 9480 58260 0 25 29,76
2,1600588800 2 15792 2070 2 3840 40380 0 25 29,70
2,1600596000 1 15792 2070 2 3840 40380 0 25 29,70
2,1600599600 1 15792 2070 2 3840 40380 0 25 29,70
2,1600603200 1 15792 2070 2 3840 40380 0 25 29,70
2,1600606800 1 15792 2070 2 3840 40380 0 25 29,70
2,1600614000 0 15792 2070 2 3840 40380 0 25 29,70
2,1600617600 0 15792 2070 2 3840 40380 0 25 29,70
2,1600624800 0 15792 2070 2 3840 40380 0 25 29,70
2,1600628400 0 15792 2070 2 3840 40380 0 25 29,70
2,1600632000 0 15792 2070 2 3840 40380 0 25 29,70
2,1600635600 0 15792 2070 2 3840 40380 0 25 29,70
2,1600639200 0 15792 2070 2 3840 40380 0 25 29,70
2,1600646400 2 9072 2592 0 6540 34140 0 25 29,83
2,1600650000 2 9072 2592 0 6540 34140 0 25 29,83
2,1600657200 1 9072 2592 0 6540 34140 0 25 29,83
2,1600675200 2 9072 2592 0 6540 34140 0 25 29,83
2,1600678800 2 9072 2592 0 6540 34140 0 25 29,83
2,1600682400 2 9072 2592 0 6540 34140 0 25 29,83
2,1600686000 2 9072 2592 0 6540 34140 0 25 29,83
2,1600689600 2 9072 2592 0 6540 34140 0 25 29,83
2,1600693200 3 9072 2592 0 6540 34140 0 25 29,83
2,1600700400 0 9072 2592 0 6540 34140 0 25 29,83
2,1600704000 0 9072 2592 0 6540 34140 0 25 29,83
2,1600707600 0 9072 2592 0 6540 34140 0 25 29,83
2,1600711200 0 9072 2592 0 6540 34140 0 25 29,83
2,1600714800 0 9072 2592 0 6540 34140 0 25 29,83
2,1600722000 0 9072 2592 0 6540 34140 0 25 29,83
2,1600725600 0 9072 2592 0 6540 34140 0 25 29,83
2,1600729200 2 9072 2592 0 6540 34140 0 25 29,83
2,1600736400 2 6594 2898 1 6960 28260 0 25 29,83
2,1600740000 2 6594 2898 1 6960 28260 0 25 29,83
2,1600743600 1 6594 2898 1 6960 28260 0 25 29,83
2,1600754400 2 6594 2898 1 6960 28260 0 25 29,83
2,1600758000 2 6594 2898 1 6960 28260 0 25 29,83
2,1600761600 2 6594 2898 1 6960 28260 0 25 29,83
2,1600765200 1 6594 2898 1 6960 28260 0 25 29,83
2,1600768800 1 6594 2898 1 6960 28260 0 25 29,83
2,1600776000 2 6594 2898 1 6960 28260 0 25 29,83
2,1600786800 1 6594 2898 1 6960 28260 0 25 29,83
2,1600790400 1 6594 2898 1 6960 28260 0 25 29,83
2,1600801200 0 6594 2898 1 6960 28260 0 25 29,83
2,1600804800 0 6594 2898 1 6960 28260 0 25 29,83
2,1600812000 2 6594 2898 1 6960 28260 0 25 29,83
2,1600815600 2 6594 2898 1 6960 28260 0 25 29,83
2,1600822800 2 7602 1530 0 4020 28140 0 25 29,40
2,1600826400 2 7602 1530 0 4020 28140 0 25 29,40
2,1600830000 1 7602 1530 0 4020 28140 0 25 29,40
2,1600840800 2 7602 1530 0 4020 28140 0 25 29,40
2,1600844400 2 7602 1530 0 4020 28140 0 25 29,40
2,1600851600 1 7602 1530 0 4020 28140 0 25 29,40
2,1600855200 1 7602 1530 0 4020 28140 0 25 29,40
2,1600862400 2 7602 1530 0 4020 28140 0 25 29,40
2,1600959600 1 11802 1962 1 2160 29160 0 25 29,66
2,1600970400 0 11802 1962 1 2160 29160 0 25 29,66
2,1600974000 0 11802 1962 1 2160 29160 0 25 29,66
2,1600977600 0 11802 1962 1 2160 29160 0 25 29,66
2,1600981200 0 11802 1962 1 2160 29160 0 25 29,66
2,1600984800 0 11802 1962 1 2160 29160 0 25 29,66
2,1600988400 2 11802 1962 1 2160 29160 0 25 29,66
2,1600995600 2 4830 2304 0 3180 26340 0 25 29,34
2,1601002800 1 4830 2304 0 3180 26340 0 25 29,34
2,1601013600 2 4830 2304 0 3180 26340 0 25 29,34
2,1601017200 2 4830 2304 0 3180 26340 0 25 29,34
2,1601024400 2 4830 2304 0 3180 26340 0 25 29,34
2,1601028000 1 4830 2304 0 3180 26340 0 25 29,34
2,1601031600 2 4830 2304 0 3180 26340 0 25 29,34
2,1601038800 2 4830 2304 0 3180 26340 0 25 29,34
2,1601046000 0 4830 2304 0 3180 26340 0 25 29,34
2,1601049600 0 4830 2304 0 3180 26340 0 25 29,34
2,1601056800 0 4830 2304 0 3180 26340 0 25 29,34
2,1601064000 0 4830 2304 0 3180 26340 0 25 29,34
2,1601071200 0 4830 2304 0 3180 26340 0 25 29,34
2,1601074800 0 4830 2304 0 3180 26340 0 25 29,34
2,1601085600 1 1092 1854 2 1500 18900 0 25 29,20
2,1601089200 1 1092 1854 2 1500 18900 0 25 29,20
2,1601100000 1 1092 1854 2 1500 18900 0 25 29,20
2,1601103600 3 1092 1854 2 1500 18900 0 25 29,20
2,1601110800 1 1092 1854 2 1500 18900 0 25 29,20
2,1601118000 1 1092 1854 2 1500 18900 0 25 29,20
2,1601121600 2 1092 1854 2 1500 18900 0 25 29,20
2,1601125200 2 1092 1854 2 1500 18900 0 25 29,20
2,1601132400 2 1092 1854 2 1500 18900 0 25 29,20
2,1601139600 0 1092 1854 2 1500 18900 0 25 29,20
2,1601143200 0 1092 1854 2 1500 18900 0 25 29,20
2,1601154000 0 1092 1854 2 1500 18900 0 25 29,20
2,1601157600 0 1092 1854 2 1500 18900 0 25 29,20
2,1601161200 0 1092 1854 2 1500 18900 0 25 29,20
2,1601164800 0 2016 558 0 600 8400 0 25 29,20
2,1601168400 0 7896 2340 1 6420 32880 0 25 29,72
2,1601168400 0 2016 558 0 600 8400 0 25 29,20
2,1601172000 1 7896 2340 1 6420 32880 0 25 29,72
2,1601175600 1 7896 2340 1 6420 32880 0 25 29,72
2,1601175600 1 2016 558 0 600 8400 0 25 29,20
2,1601179200 1 7896 2340 1 6420 32880 0 25 29,72
2,1601182800 1 2016 558 0 600 8400 0 25 29,20
2,1601186400 0 2016 558 0 600 8400 0 25 29,20
2,1601193600 0 7896 2340 1 6420 32880 0 25 29,72
2,1601193600 0 2016 558 0 600 8400 0 25 29,20
2,1601197200 0 2016 558 0 600 8400 0 25 29,20
2,1601200800 0 2016 558 0 600 8400 0 25 29,20
2,1601204400 1 7896 2340 1 6420 32880 0 25 29,72
2,1601204400 1 2016 558 0 600 8400 0 25 29,20
2,1601208000 1 7896 2340 1 6420 32880 0 25 29,72
2,1601208000 1 2016 558 0 600 8400 0 25 29,20
2,1601211600 1 7896 2340 1 6420 32880 0 25 29,72
3,1598745600 0 18984 1062 1 7560 40560 0 32 22,85
3,1598749200 0 18984 1062 1 7560 40560 0 32 22,85
3,1598752800 0 18984 1062 1 7560 40560 0 32 22,85
3,1598756400 0 18984 1062 1 7560 40560 0 32 22,85
3,1598760000 2 18984 1062 1 7560 40560 0 32 22,85
3,1598763600 1 18984 1062 1 7560 40560 0 32 22,85
3,1598767200 1 18984 1062 1 7560 40560 0 32 22,85
3,1598770800 1 18984 1062 1 7560 40560 0 32 22,85
3,1598778000 1 18984 1062 1 7560 40560 0 32 22,85
3,1598781600 1 18984 1062 1 7560 40560 0 32 22,85
3,1598788800 1 18984 1062 1 7560 40560 0 32 22,85
3,1598835600 0 8862 810 1 5700 24120 0 32 22,52
3,1598839200 1 8862 810 1 5700 24120 0 32 22,52
3,1598846400 1 8862 810 1 5700 24120 0 32 22,52
3,1598853600 2 8862 810 1 5700 24120 0 32 22,52
3,1598857200 2 8862 810 1 5700 24120 0 32 22,52
3,1598868000 0 8862 810 1 5700 24120 0 32 22,52
3,1598871600 1 8862 810 1 5700 24120 0 32 22,52
3,1598893200 1 8862 810 1 5700 24120 0 32 22,52
3,1598896800 1 8862 810 1 5700 24120 0 32 22,52
3,1598900400 0 8862 810 1 5700 24120 0 32 22,52
3,1598907600 0 8862 810 1 5700 24120 0 32 22,52
3,1598911200 0 8862 810 1 5700 24120 0 32 22,52
3,1598914800 0 8862 810 1 5700 24120 0 32 22,52
3,1598918400 0 588 0 0 0 2340 0 32 22,20
3,1598922000 0 588 0 0 0 2340 0 32 22,20
3,1598925600 0 588 0 0 0 2340 0 32 22,20
3,1598932800 2 588 0 0 0 2340 0 32 22,20
3,1598936400 2 588 0 0 0 2340 0 32 22,20
3,1598940000 2 588 0 0 0 2340 0 32 22,20
3,1598947200 2 588 0 0 0 2340 0 32 22,20
3,1598954400 1 588 0 0 0 2340 0 32 22,20
3,1598958000 1 588 0 0 0 2340 0 32 22,20
3,1598961600 1 588 0 0 0 2340 0 32 22,20
3,1598965200 1 588 0 0 0 2340 0 32 22,20
3,1598986800 0 588 0 0 0 2340 0 32 22,20
3,1598994000 0 588 0 0 0 2340 0 32 22,20
3,1598997600 0 588 0 0 0 2340 0 32 22,20
3,1599177600 0 5124 0 4 0 9900 0 32 22,20
3,1599181200 0 5124 0 4 0 9900 0 32 22,20
3,1599184800 0 5124 0 4 0 9900 0 32 22,20
3,1599188400 1 5124 0 4 0 9900 0 32 22,20
3,1599192000 0 5124 0 4 0 9900 0 32 22,20
3,1599195600 0 5124 0 4 0 9900 0 32 22,20
3,1599199200 1 5124 0 4 0 9900 0 32 22,20
3,1599202800 1 5124 0 4 0 9900 0 32 22,20
3,1599213600 1 5124 0 4 0 9900 0 32 22,20
3,1599217200 2 5124 0 4 0 9900 0 32 22,20
3,1599220800 1 5124 0 4 0 9900 0 32 22,20
3,1599224400 1 5124 0 4 0 9900 0 32 22,20
3,1599231600 1 5124 0 4 0 9900 0 32 22,20
3,1599238800 1 5124 0 4 0 9900 0 32 22,20
3,1599246000 0 5124 0 4 0 9900 0 32 22,20
3,1599253200 0 5124 0 4 0 9900 0 32 22,20
3,1599256800 0 5124 0 4 0 9900 0 32 22,20
3,1599260400 0 5124 0 4 0 9900 0 32 22,20
3,1599267600 0 11508 1620 3 7440 32760 0 32 22,89
3,1599274800 1 11508 1620 3 7440 32760 0 32 22,89
3,1599278400 1 11508 1620 3 7440 32760 0 32 22,89
3,1599285600 1 11508 1620 3 7440 32760 0 32 22,89
3,1599289200 1 11508 1620 3 7440 32760 0 32 22,89
3,1599292800 1 11508 1620 3 7440 32760 0 32 22,89
3,1599296400 1 11508 1620 3 7440 32760 0 32 22,89
3,1599300000 1 11508 1620 3 7440 32760 0 32 22,89
3,1599303600 1 11508 1620 3 7440 32760 0 32 22,89
3,1599310800 1 11508 1620 3 7440 32760 0 32 22,89
3,1599314400 1 11508 1620 3 7440 32760 0 32 22,89
3,1599328800 1 11508 1620 3 7440 32760 0 32 22,89
3,1599332400 1 11508 1620 3 7440 32760 0 32 22,89
3,1599339600 0 11508 1620 3 7440 32760 0 32 22,89
3,1599346800 0 11508 1620 3 7440 32760 0 32 22,89
3,1599462000 1 16884 1062 3 8520 89160 0 32 22,75
3,1599465600 2 16884 1062 3 8520 89160 0 32 22,75
3,1599469200 1 16884 1062 3 8520 89160 0 32 22,75
3,1599472800 2 16884 1062 3 8520 89160 0 32 22,75
3,1599476400 2 16884 1062 3 8520 89160 0 32 22,75
3,1599480000 2 16884 1062 3 8520 89160 0 32 22,75
3,1599487200 1 16884 1062 3 8520 89160 0 32 22,75
3,1599508800 0 16884 1062 3 8520 89160 0 32 22,75
3,1599512400 0 16884 1062 3 8520 89160 0 32 22,75
3,1599519600 0 16884 1062 3 8520 89160 0 32 22,75
3,1599883200 2 168 576 0 660 4680 0 32 22,20
3,1599890400 1 168 576 0 660 4680 0 32 22,20
3,1599890400 1 12516 1098 1 8520 33300 0 32 22,84
3,1599894000 1 168 576 0 660 4680 0 32 22,20
3,1599894000 1 12516 1098 1 8520 33300 0 32 22,84
3,1599901200 3 168 576 0 660 4680 0 32 22,20
3,1599901200 3 12516 1098 1 8520 33300 0 32 22,84
3,1599904800 3 168 576 0 660 4680 0 32 22,20
3,1599908400 3 168 576 0 660 4680 0 32 22,20
3,1599908400 3 12516 1098 1 8520 33300 0 32 22,84
3,1599912000 3 168 576 0 660 4680 0 32 22,20
3,1599912000 3 12516 1098 1 8520 33300 0 32 22,84
3,1599915600 3 168 576 0 660 4680 0 32 22,20
3,1599915600 3 12516 1098 1 8520 33300 0 32 22,84
3,1599919200 3 168 576 0 660 4680 0 32 22,20
3,1599919200 3 12516 1098 1 8520 33300 0 32 22,84
3,1599926400 0 168 576 0 660 4680 0 32 22,20
3,1599926400 0 12516 1098 1 8520 33300 0 32 22,84
3,1599930000 0 168 576 0 660 4680 0 32 22,20
3,1599933600 0 12516 1098 1 8520 33300 0 32 22,84
3,1599937200 0 168 576 0 660 4680 0 32 22,20
3,1599940800 0 168 576 0 660 4680 0 32 22,20
3,1599940800 0 12516 1098 1 8520 33300 0 32 22,84
3,1599944400 0 168 576 0 660 4680 0 32 22,20
3,1599948000 0 168 576 0 660 4680 0 32 22,20
3,1599948000 0 12516 1098 1 8520 33300 0 32 22,84
3,1600128000 0 13608 792 0 4620 28920 0 32 22,77
3,1600131600 0 13608 792 0 4620 28920 0 32 22,77
3,1600135200 1 13608 792 0 4620 28920 0 32 22,77
3,1600138800 2 13608 792 0 4620 28920 0 32 22,77
3,1600153200 2 13608 792 0 4620 28920 0 32 22,77
3,1600156800 2 13608 792 0 4620 28920 0 32 22,77
